amount,hour,day,senderBalance,receiverBalance,averageAmount,todayTransactions,transactionsLastHour,newReceiver,nightTransaction
27777,17,1,86044,15379,5546,37,15,0,0
1133,12,7,1444,5840,4062,19,9,1,0
45262,22,3,20634,69720,11679,11,16,0,0
4992,18,5,71326,57550,8265,15,8,0,0
28883,23,5,58031,83780,8034,22,12,1,0
40820,16,7,96097,53404,2227,36,16,1,0
9934,17,6,35081,12519,7916,32,0,0,0
44003,5,1,63323,44480,6349,18,13,1,1
21925,16,6,5837,63281,1559,23,1,0,0
3783,6,5,9574,92885,10623,38,19,0,0
7890,23,1,11694,21622,10704,26,18,1,0
618,12,2,6785,33224,600,11,2,1,0
36643,6,6,70810,81055,14449,1,4,1,0
46391,12,5,13802,55760,3334,31,9,1,0
4499,6,4,55823,12546,8195,22,11,1,0
22454,9,5,17759,28645,13622,31,4,0,0
20884,1,5,13670,82494,1558,36,19,0,1
36196,10,7,8236,48258,14984,20,14,0,0
19349,17,2,62708,24854,4558,24,14,0,0
42119,5,7,50522,5538,11569,9,2,1,1
9364,8,1,12319,12191,6599,26,15,0,0
8763,16,6,45444,76869,2077,15,0,0,0
37808,1,5,5126,49270,8099,2,11,1,1
30586,7,4,90123,1280,14428,28,3,0,0
49915,6,4,11273,17881,12544,25,9,1,0
41422,0,5,45088,92613,7737,17,14,0,1
16156,20,2,48581,56986,6904,23,6,0,0
47156,15,6,45190,26507,7761,30,6,1,0
20241,10,2,37488,12491,11107,3,13,0,0
34355,9,1,94461,29811,154,36,18,1,0
39697,11,1,93232,19290,5188,11,12,0,0
38751,0,6,65480,57167,8394,23,9,1,1
17121,21,1,24633,3630,327,10,15,0,0
19955,19,4,2119,78421,2304,16,10,0,0
11695,10,7,9873,11448,897,3,16,0,0
2765,9,5,11967,8199,10811,16,1,0,0
47712,17,1,69365,96729,6169,17,5,0,0
9090,7,6,65916,60356,11210,9,13,0,0
21129,3,5,51655,24419,14054,23,13,0,1
13086,18,6,60707,20994,14661,2,9,1,0
45167,2,5,47877,18058,9482,19,6,0,1
47673,1,6,11384,4433,1927,4,12,0,1
21245,20,1,30584,24802,3457,28,18,0,0
20615,9,3,78186,8157,14213,39,8,1,0
26229,11,6,49678,81362,6256,37,14,0,0
28035,7,6,63696,32400,7789,33,12,0,0
8810,11,2,46013,84607,5432,23,0,0,0
44928,19,5,80898,59413,5564,1,8,1,0
44560,15,5,89885,2719,8213,24,12,0,0
48010,9,1,1644,37302,11635,17,14,0,0
11491,4,4,89536,537,11116,19,6,0,1
28630,4,4,42488,55452,151,23,5,1,1
8097,16,1,43587,8545,3790,26,4,0,0
23668,16,4,86992,76206,10656,38,19,0,0
12632,14,7,9403,92722,8730,14,6,1,0
16069,14,5,18667,25443,14788,17,19,0,0
38352,12,2,62858,87825,1876,9,13,0,0
45022,12,4,67047,24286,913,13,16,0,0
20029,0,5,72312,27551,6332,5,4,0,1
204,1,5,72650,33264,13089,5,11,0,1
4877,10,6,5828,48968,9372,16,16,1,0
16120,17,5,26704,19562,8144,24,12,1,0
17454,12,1,34460,17197,1252,9,3,1,0
16652,23,5,96481,6562,7113,35,0,1,0
20470,20,3,97265,94637,11703,2,11,1,0
18218,12,6,37735,84895,5255,19,0,0,0
7962,15,3,8006,41026,13402,18,16,0,0
7792,23,6,72806,9893,8870,6,11,1,0
39934,10,7,88474,92992,7347,9,4,1,0
4285,20,1,80474,40510,14327,22,12,0,0
32075,17,7,89394,30944,5903,3,0,1,0
14470,4,5,14910,43763,10522,13,10,0,1
26278,18,1,17090,27892,1456,33,12,1,0
7157,23,4,11487,78096,6622,24,7,1,0
39645,13,5,39241,65121,8382,28,10,1,0
21014,15,5,3139,86856,176,10,16,0,0
5297,9,7,66441,45076,6934,14,9,0,0
26377,17,5,98542,20310,2044,16,10,0,0
48999,21,1,19548,50217,13587,18,13,1,0
6296,3,6,15046,15456,1944,19,14,1,1
36576,14,1,69182,77462,6841,18,6,0,0
22019,0,6,69042,60528,7058,37,15,1,1
28435,13,3,41286,9952,9016,1,9,0,0
46925,5,3,79929,28130,14131,8,2,0,1
12117,13,5,5352,8627,9765,7,0,0,0
45170,9,6,8709,53482,5529,29,18,0,0
19652,18,5,18579,13978,1686,34,8,1,0
43630,8,5,89669,95039,7561,22,2,1,0
19134,9,2,27900,34173,10178,24,8,0,0
26440,17,4,93508,29403,2601,33,0,0,0
1891,23,6,25466,7688,6600,16,1,0,0
18580,22,4,42461,56501,9862,23,3,1,0
47211,10,7,9834,75848,8843,12,16,1,0
44175,18,4,4569,15604,14712,15,2,1,0
346,14,7,9863,3770,5752,26,8,0,0
8049,18,1,45159,32137,550,19,8,0,0
36773,13,7,82664,53797,13115,8,1,0,0
49593,13,6,84150,6643,13369,38,13,1,0
18322,11,7,62258,81254,3688,29,10,1,0
35470,11,2,97274,38742,4036,16,4,0,0
3737,8,7,2172,65937,8893,26,9,1,0
44413,16,3,58131,49239,7246,8,14,1,0
3239,1,3,70972,34604,2659,23,0,0,1
30861,13,1,41225,43923,8644,5,19,1,0
30030,17,5,65994,85739,8786,24,3,0,0
17219,21,3,90353,52934,9098,22,8,0,0
23529,8,4,58064,95614,5967,19,14,1,0
15560,5,1,14553,41817,5222,2,4,0,1
48382,19,4,16835,58724,2275,38,3,1,0
24285,2,1,60952,58677,9976,21,5,1,1
18942,3,3,63168,30183,878,24,18,0,1
5151,4,5,43311,84028,4774,34,2,0,1
35395,14,3,9987,55084,10373,20,11,0,0
26749,6,1,32363,28329,5089,11,19,1,0
36149,14,6,40741,1676,7890,35,14,1,0
13377,9,3,2437,90041,8317,29,7,1,0
13402,4,1,55515,33147,9576,36,12,0,1
21517,1,4,71295,90386,11733,30,4,0,1
29825,2,1,15053,53165,5467,28,3,0,1
9560,7,6,7107,76639,10305,35,7,0,0
37893,4,4,57036,79584,10314,24,10,1,1
35939,7,1,52298,59718,5917,30,15,0,0
17549,9,5,98735,94256,550,7,10,0,0
34661,22,3,92834,69344,9576,32,12,1,0
23421,4,7,52017,94592,1709,27,7,1,1
14979,18,3,56100,58612,5037,16,4,1,0
43519,2,4,66773,86356,3079,32,17,1,1
32568,5,3,42664,1986,446,2,2,0,1
22183,21,5,47387,23442,11343,5,4,1,0
17755,16,4,59564,85922,10552,5,6,0,0
1266,23,3,56816,75501,14128,38,12,1,0
18091,6,2,13874,46116,10081,23,15,0,0
36463,8,6,80947,85600,10755,9,10,0,0
36166,7,7,23470,59951,6081,18,11,0,0
18236,3,1,78899,67151,10682,11,6,1,1
18831,16,7,62231,43061,3316,36,10,1,0
27884,22,2,23187,29581,4725,38,4,1,0
3449,12,7,39315,26477,4774,22,3,0,0
46688,7,7,66208,17270,9709,13,12,1,0
20753,5,2,73092,60267,5053,38,4,0,1
261,8,4,45833,59484,3106,35,19,0,0
167,11,7,4786,73545,4107,17,4,0,0
9724,8,7,81674,45002,14111,13,17,0,0
48184,8,2,99806,46357,13955,2,19,1,0
15374,4,3,39051,38463,12457,26,14,0,1
34788,9,4,1070,81736,8440,10,3,1,0
10302,3,7,55501,48359,6067,8,15,1,1
2493,0,6,58950,12304,6612,28,11,1,1
41543,7,3,37924,59924,13803,28,10,1,0
47858,15,1,73382,24124,7764,3,15,1,0
33551,20,4,56458,1178,2506,37,12,0,0
2725,7,5,76176,54013,6400,11,18,1,0
10012,9,5,76587,55103,4322,25,0,0,0
41457,0,1,53034,66696,10814,25,3,0,1
20846,14,5,97345,41078,3596,4,9,0,0
48501,8,3,67491,79567,13332,18,9,0,0
39795,21,7,65794,68007,8409,37,19,1,0
18582,15,2,47619,33668,292,19,9,0,0
37949,12,7,4106,80214,14830,2,5,0,0
17035,14,1,35693,15011,14970,27,13,1,0
11107,20,1,74417,41164,11307,34,9,0,0
49865,0,5,89367,37174,13265,16,17,1,1
36646,2,4,13318,36880,11057,30,10,1,1
25131,17,2,19562,29492,8875,14,1,0,0
842,7,7,74957,69885,9755,32,18,1,0
23503,21,2,51224,78802,6340,39,17,0,0
16641,6,4,12420,79928,14359,20,14,0,0
27724,20,2,43816,30225,4479,4,9,0,0
12149,5,6,76924,95635,9808,30,4,1,1
27622,17,4,14720,90230,7181,4,14,1,0
45376,14,5,88872,55544,10877,10,11,1,0
20886,7,5,10760,54946,13994,18,2,0,0
24770,14,5,64267,89043,13421,24,7,1,0
7865,15,2,50204,13834,9021,1,10,1,0
8986,20,5,8866,69384,14188,1,6,1,0
20140,23,2,43430,1660,10867,38,10,0,0
13209,18,2,85996,30702,6558,29,15,1,0
46690,5,5,62304,92340,13121,34,19,0,1
10502,6,7,16239,73012,8031,4,8,0,0
49994,14,7,63512,47686,6505,15,2,1,0
608,13,3,37886,79625,13600,17,12,0,0
37026,12,3,63992,10223,301,32,11,1,0
34133,15,6,71380,33973,9612,32,11,1,0
18659,3,6,83683,20620,4399,22,11,1,1
861,12,3,28416,77217,10230,9,19,0,0
11425,12,2,62018,93022,6300,16,10,0,0
8326,13,3,44313,3730,11784,4,8,0,0
32625,7,7,97752,98563,1341,18,8,0,0
13755,2,6,60060,67816,9247,29,3,0,1
32151,7,3,97864,6462,10532,25,11,1,0
7621,20,7,10278,23033,10404,30,17,1,0
4984,7,2,85122,783,9998,31,11,1,0
1104,19,3,74670,12135,4845,18,12,0,0
46479,12,6,76067,9695,5822,27,18,1,0
18732,13,6,32616,40983,3372,27,6,1,0
36470,0,5,60769,42231,12553,17,4,0,1
19339,4,4,37929,63105,3901,2,11,1,1
17666,8,5,8687,64989,9500,36,3,0,0
7576,17,3,28593,74625,13170,11,16,1,0
27887,22,3,44369,9646,10619,19,12,1,0
28823,11,1,88035,75048,13056,6,18,1,0
4503,12,5,90043,20971,9324,22,3,0,0
27362,2,5,96619,9627,5309,34,14,1,1
45488,2,4,71463,37371,8346,37,3,0,1
25100,18,7,83921,77604,815,19,1,0,0
30519,4,4,89776,93258,853,39,9,0,1
16820,13,4,26311,58122,5029,13,12,0,0
20657,14,6,61074,67260,8477,23,15,0,0
41344,9,5,48583,37851,4094,29,4,1,0
13681,9,6,33192,39347,905,2,12,1,0
2388,10,7,5325,5282,13969,8,8,0,0
41399,17,3,20496,16892,12638,5,14,0,0
29690,6,5,69957,94527,959,12,11,1,0
34845,10,5,88505,46676,3757,32,14,0,0
44625,2,1,36997,7241,1176,39,10,1,1
17058,4,1,14932,61488,995,10,7,1,1
40042,8,4,21749,53458,3373,3,18,0,0
40246,18,3,18533,35088,10797,11,10,1,0
7592,15,1,59435,58327,3697,23,17,1,0
36597,21,4,27396,97196,9192,3,8,1,0
6778,17,4,10214,3410,9336,16,0,0,0
11160,14,2,98143,35416,12932,18,17,1,0
31009,16,2,55682,58081,6567,35,18,0,0
793,7,4,10047,99689,12284,33,4,1,0
24308,10,6,47612,73229,11494,5,8,1,0
15206,20,1,96026,38095,11339,23,9,1,0
49221,10,5,12593,16684,12414,34,13,0,0
14908,9,2,86438,46794,3182,35,18,1,0
43329,11,5,65537,52915,7120,32,15,1,0
22026,16,1,79259,48067,11298,15,0,0,0
24121,9,7,96004,68462,14323,14,2,0,0
46700,18,2,68433,79987,5914,35,11,0,0
15589,7,3,16077,20931,11250,14,15,1,0
44330,23,6,49703,6058,11653,19,2,1,0
34443,12,2,83781,74514,655,33,5,0,0
42723,0,3,81559,1701,10378,25,7,0,1
47428,5,3,21236,6343,4805,9,3,0,1
37479,9,5,605,94906,4559,21,19,1,0
42113,2,3,94479,44230,9038,9,0,1,1
3298,1,1,20200,87327,7333,36,10,0,1
2040,12,6,28936,99921,8286,29,18,1,0
18031,11,1,5758,72726,1540,16,12,0,0
45239,5,2,45456,98684,9116,3,5,1,1
34406,23,5,19991,57294,1193,33,8,1,0
26937,22,3,84096,24288,10646,28,3,0,0
13337,16,5,77662,58785,1945,6,18,0,0
20679,1,3,82189,3572,12628,27,5,1,1
22243,19,7,81416,96571,13145,26,19,1,0
2499,9,4,71764,56469,2593,16,16,1,0
23180,18,4,13339,52903,14509,10,17,1,0
19559,3,1,99102,53586,11752,30,7,1,1
5058,23,6,5789,65180,8740,34,3,1,0
19027,0,4,22878,35084,1374,5,0,1,1
4984,17,3,86038,76034,359,7,12,0,0
12931,16,7,97853,38126,10468,28,9,0,0
45671,2,7,60924,24807,6854,26,4,0,1
38568,17,6,90929,1530,14957,23,10,1,0
9534,12,1,7723,13421,11412,16,8,1,0
16586,8,1,41878,7370,2698,13,17,1,0
3384,15,5,50045,92968,11211,19,2,0,0
31900,23,1,33589,60850,4769,30,7,1,0
3112,4,6,77021,68622,13535,36,2,1,1
23465,15,5,43042,68712,2516,12,7,1,0
1531,17,4,1863,82372,4004,2,15,0,0
7318,0,4,78729,82102,11469,17,12,0,1
46971,2,5,51287,76174,4532,29,3,1,1
32224,16,3,4441,73923,8624,20,14,1,0
25280,16,3,26525,83172,8815,25,14,0,0
40996,7,4,8039,32853,10527,38,15,1,0
46085,13,2,57316,10748,14025,11,1,0,0
48665,0,7,14264,99751,12711,5,4,1,1
36112,21,7,76293,47210,11892,35,17,1,0
35443,8,7,73080,2063,6029,16,19,1,0
18206,16,7,27632,50737,9970,38,5,0,0
25593,19,3,45258,98392,3490,22,14,1,0
17206,8,7,45806,5691,5829,34,3,0,0
40521,22,6,38259,20185,8547,12,8,0,0
17946,22,1,96020,53609,5660,30,9,1,0
7716,10,4,29129,62442,4185,38,14,1,0
20695,21,3,80920,68412,9923,12,2,0,0
47683,1,6,71435,13648,14603,1,7,1,1
21805,7,5,28647,19295,6997,13,13,0,0
17158,0,7,26914,38748,12105,37,11,1,1
11514,2,6,26951,40909,3337,4,14,0,1
41125,23,6,32791,21817,11532,8,2,1,0
44468,0,1,31655,21021,712,3,3,0,1
35903,22,3,96194,64591,3169,23,7,1,0
35429,0,3,37720,56254,11969,17,6,0,1
31501,21,6,57313,66326,14927,33,2,1,0
16610,13,5,85599,74539,10784,21,6,1,0
23905,2,3,97440,21407,4409,19,3,1,1
8613,10,1,60608,99675,7828,15,12,0,0
18465,7,7,6419,37092,7897,4,18,1,0
38103,1,5,78057,27258,3179,19,2,0,1
7537,8,5,39948,46132,10586,17,0,0,0
10788,22,3,83682,60120,11540,30,12,0,0
30429,15,6,31822,50073,7214,37,2,1,0
3810,0,7,29749,86949,11791,16,13,1,1
33096,11,7,76321,60185,8643,13,4,1,0
41194,20,3,5376,84648,13806,37,12,1,0
10388,11,4,51675,18980,7940,18,18,0,0
11882,21,1,51309,77621,1852,20,2,0,0
20038,5,5,15589,56804,7200,3,4,0,1
3831,12,7,26498,67076,14393,11,13,0,0
43459,22,4,10781,83658,4289,38,4,1,0
25075,18,5,93358,17048,3554,21,8,1,0
42205,14,7,86294,43734,11370,9,2,0,0
20925,8,5,66743,25048,147,18,12,0,0
48159,5,3,11952,28635,1128,30,16,1,1
21188,9,3,25202,6278,11898,11,7,1,0
4709,4,7,95305,38627,12773,24,18,1,1
19980,14,2,36522,63257,4553,6,1,1,0
4178,5,1,71014,79309,12417,13,7,0,1
21797,12,6,53833,17722,6271,19,10,0,0
28944,4,4,10852,34497,9709,19,19,0,1
49617,18,3,16768,70846,13904,16,2,1,0
10939,6,3,7740,1585,3480,29,4,0,0
9034,10,1,12699,12776,6443,2,3,1,0
21225,8,5,67896,14989,2034,6,15,0,0
34940,9,6,30898,70283,4492,19,11,0,0
26231,12,1,94215,22134,6594,9,7,0,0
16037,18,3,29920,25177,11566,36,2,1,0
49283,12,7,93183,60703,2834,26,10,0,0
49437,22,4,4614,93690,12934,27,13,1,0
43039,2,3,13095,93254,6550,35,0,1,1
15925,5,7,86485,81,3105,25,14,0,1
11104,9,1,25669,96030,11043,29,14,1,0
4649,10,7,92746,19970,3894,1,16,0,0
38366,17,3,5551,82662,4644,12,3,0,0
41054,7,4,31574,68052,6338,36,11,1,0
17339,22,6,45578,50873,14746,33,12,0,0
2548,2,5,49475,65995,2336,31,4,1,1
14440,11,4,91980,97300,10726,10,16,1,0
41433,1,3,44449,84360,11998,4,14,0,1
18775,18,1,9751,8948,3595,31,14,1,0
20963,23,6,57745,19098,7508,14,12,0,0
36811,14,4,55117,96311,7833,21,8,1,0
5871,0,4,12473,46976,2361,13,5,0,1
47277,8,7,87938,39553,8984,31,1,0,0
26066,20,3,51538,77337,4673,39,16,1,0
45014,6,2,54296,11277,7723,29,11,0,0
1197,21,4,49987,41184,7114,35,5,1,0
1248,20,3,7611,20973,1986,9,4,1,0
24945,9,7,90437,17381,596,4,14,1,0
5911,12,6,66612,32821,11724,28,4,0,0
48959,21,6,78058,66520,12760,21,3,1,0
33300,15,4,63147,73564,661,26,7,1,0
25983,16,2,67328,53262,7596,27,7,1,0
35160,2,2,87575,78740,2352,11,7,0,1
37998,13,6,90836,7553,163,1,10,1,0
11727,11,5,592,76470,13711,22,13,1,0
28243,4,3,37132,27057,13513,9,6,0,1
44032,1,4,48381,52865,3231,8,6,0,1
46551,7,5,46676,10030,10852,12,10,1,0
42624,3,2,66634,79903,2144,3,3,0,1
10098,11,1,23926,66333,10795,18,15,0,0
5912,18,4,70348,96411,9080,8,3,1,0
18441,7,5,31398,46720,7202,4,9,1,0
34216,2,4,51565,67487,5670,4,5,0,1
8986,1,2,23397,45652,6073,3,2,1,1
37241,14,3,69309,22627,3569,2,12,1,0
10156,21,5,38630,70172,5446,20,1,0,0
36977,20,3,14484,1042,13163,31,10,1,0
36500,5,7,22376,81830,11598,10,7,1,1
38262,10,4,41726,29327,5192,32,19,0,0
39220,8,3,15030,9310,1613,7,1,0,0
21736,11,6,93673,7005,8512,11,18,1,0
37207,16,5,45524,91003,14512,38,2,1,0
28103,21,5,31809,83775,2099,4,12,0,0
3387,0,1,72472,72939,6958,9,6,1,1
21144,2,6,69198,2752,9481,26,5,0,1
12044,21,3,57497,35501,12102,10,8,0,0
2654,19,3,85769,37448,2486,8,3,0,0
16211,13,2,8812,38300,5942,6,4,1,0
20523,23,5,10734,84039,14526,37,10,1,0
29421,5,7,38853,9369,2317,16,13,0,1
45487,2,3,48383,55318,2514,11,9,1,1
26863,17,1,11443,68734,1041,29,5,1,0
18914,18,5,64510,82570,3106,25,18,1,0
45874,7,7,7103,24744,3782,6,0,0,0
23779,17,2,2229,44515,6052,10,4,0,0
45742,20,5,77344,59773,10299,27,0,0,0
19284,7,3,65060,79455,7774,25,17,1,0
26174,10,3,93411,59418,13223,39,10,1,0
22595,22,1,67451,6374,10690,17,10,0,0
9348,4,2,67364,50181,2476,8,14,1,1
3141,17,3,62676,14057,3657,28,18,0,0
18335,10,2,70043,4675,14158,16,11,1,0
8419,10,7,29195,95970,2175,29,15,1,0
2079,14,7,78109,23778,7113,22,4,1,0
9997,2,6,20546,87030,6718,27,5,0,1
33180,21,4,34573,78014,11125,9,19,1,0
49968,17,7,38880,95877,11805,12,14,1,0
22793,6,5,36518,93651,7763,32,3,1,0
12434,7,1,5452,61726,5147,35,3,1,0
28912,19,2,97667,37929,744,35,11,0,0
10624,0,2,93407,51046,11298,33,12,0,1
6978,9,7,68692,4134,4368,29,1,1,0
43623,16,6,39416,92810,4409,32,10,0,0
19104,18,3,70931,43324,892,28,7,1,0
12379,13,2,79093,1360,2148,32,18,0,0
25664,13,7,15685,19699,6833,14,4,1,0
44598,12,4,25154,88478,9768,21,5,0,0
35104,15,6,75342,65324,7316,33,3,1,0
1734,11,1,16301,84442,7266,26,19,0,0
13532,1,1,91517,91762,1217,22,4,0,1
12460,17,6,85500,32554,8039,1,1,0,0
14272,22,2,73093,26511,7610,36,1,1,0
48901,3,7,70486,80085,7060,8,11,0,1
18568,19,4,20920,40602,3593,5,7,1,0
28676,4,7,80770,7589,10750,21,15,1,1
10798,15,3,7145,77431,2791,11,18,0,0
47891,7,2,44111,97540,10387,25,2,1,0
28234,23,6,68304,91756,1039,23,13,0,0
19370,8,4,11819,80258,5089,13,5,0,0
45094,20,3,97484,8422,2599,22,4,0,0
43442,16,1,14972,80436,3003,10,19,0,0
11085,3,7,2574,73361,2165,9,2,0,1
46906,14,6,66158,50108,5196,27,3,1,0
991,16,6,71592,92198,12284,38,5,0,0
19187,7,1,88515,93014,13022,8,14,1,0
22538,15,7,53534,97431,12874,8,10,0,0
3098,6,7,55203,52623,4402,25,0,1,0
9718,10,3,79676,82373,9090,16,10,1,0
5137,16,3,94830,73687,6354,8,16,1,0
19496,1,7,2321,48646,191,17,0,0,1
16812,3,1,18257,11954,13509,38,10,0,1
23225,20,4,30868,32719,8737,38,10,1,0
27572,0,6,58833,55508,1501,21,1,1,1
34778,8,6,70121,67751,5085,35,9,1,0
15764,8,1,10854,99579,9808,33,16,1,0
8708,15,4,91907,23982,1149,6,4,1,0
42218,6,7,12561,71241,1244,15,5,1,0
33474,7,1,28647,68020,7096,18,4,0,0
32548,9,3,63137,59991,5728,10,5,0,0
43349,10,6,86530,66881,2141,15,18,0,0
9748,17,6,96322,28028,9826,17,8,1,0
47418,22,5,2113,48343,7723,26,16,0,0
43587,6,6,54719,53954,10001,23,17,0,0
29338,7,4,70656,8867,9293,12,1,1,0
22696,12,1,2294,10721,10234,32,19,1,0
37756,7,3,53073,12888,6680,30,14,1,0
3554,16,3,91545,59931,14660,36,18,0,0
23831,21,6,47053,87885,13005,28,6,1,0
22500,6,7,30628,53250,9299,2,6,0,0
46800,20,1,33407,7644,1915,33,13,0,0
15186,21,5,10946,23162,14250,25,13,1,0
36004,2,4,78245,983,12722,11,10,1,1
19379,16,5,40121,66311,12210,32,9,1,0
17871,11,3,68037,14756,8655,24,4,1,0
36957,9,6,32323,38948,13422,26,7,0,0
48692,21,2,94801,57483,5789,13,17,0,0
1565,14,7,14719,81977,3596,19,11,0,0
2949,20,7,84007,8969,13753,39,10,1,0
3679,7,5,93555,68879,3601,31,8,1,0
38627,20,1,32832,34010,7115,17,4,1,0
4799,1,6,3657,37485,5436,4,2,0,1
47497,17,6,39008,57822,2765,3,6,1,0
45840,16,1,87571,96856,11279,32,18,0,0
4474,2,2,92176,82506,14006,37,12,0,1
3269,2,3,34564,34293,10374,13,13,1,1
7421,15,1,23518,63076,5208,15,17,1,0
9998,13,5,72020,20926,110,26,2,0,0
9169,21,5,27533,48545,11965,9,7,0,0
35079,21,2,4339,19139,14237,14,12,1,0
45273,12,5,59288,31611,5391,6,13,1,0
44502,7,7,24228,99156,14158,26,9,0,0
12138,20,2,87809,30024,1418,31,17,1,0
49008,18,7,58956,94958,13449,15,6,1,0
3912,17,5,83459,64322,4004,13,11,0,0
6441,1,1,16251,12730,5096,2,9,1,1
10150,6,3,83417,49557,11140,32,14,0,0
6264,17,3,59449,41392,12570,13,16,0,0
14864,16,1,37465,91207,5924,2,14,0,0
18840,19,7,38193,51988,717,37,2,1,0
12469,14,2,3665,57603,11470,39,14,0,0
38761,14,2,61055,32209,6697,18,17,1,0
15516,14,3,6200,73663,4327,17,9,1,0
16519,11,7,79093,59485,6103,37,4,1,0
48346,11,4,58074,72261,2880,10,18,1,0
39583,3,1,82221,36740,3332,19,2,0,1
30436,8,4,3107,74918,8680,13,10,1,0
17174,16,7,52403,47156,6810,21,18,0,0
26056,1,3,97188,20449,11422,23,2,1,1
22586,23,6,24709,12220,4065,37,16,0,0
23630,0,6,62044,93406,1089,36,0,0,1
33475,19,3,5347,86250,1720,30,9,1,0
11614,4,2,62923,89964,3680,39,15,0,1
22534,9,3,98349,85930,12377,10,13,0,0
4647,12,3,53402,92170,9937,16,0,0,0
35305,9,3,73474,84431,2190,27,16,1,0
48126,18,5,20947,98757,2834,36,7,0,0
10201,6,3,59204,53487,13797,17,3,1,0
32072,4,5,90227,49412,6846,5,2,1,1
34049,7,5,55751,40645,2645,8,16,1,0
3663,9,7,62612,78334,4908,33,8,1,0
36192,4,6,27448,4483,7071,16,9,0,1
10719,13,5,61555,93165,14973,24,8,0,0
44650,14,7,9542,11969,2828,36,4,1,0
28537,6,3,14602,98895,849,6,12,0,0
9966,7,5,48359,22132,364,12,5,0,0
41342,0,7,66424,67607,8686,33,9,0,1
20404,10,4,7130,47736,13108,26,3,1,0
22456,2,2,75152,70507,11867,24,18,0,1
24080,7,3,3897,54569,3868,10,5,1,0
5522,16,2,5981,38977,3599,20,9,0,0
41392,6,1,9804,86616,13243,6,9,0,0
28895,17,3,66580,39420,6427,19,4,1,0
41498,23,6,11507,28341,14730,4,15,1,0
4842,14,5,85147,76629,7646,13,6,0,0
19362,20,1,14601,42774,3580,14,13,1,0
28648,5,6,99034,7526,5381,25,3,0,1
6890,8,7,94802,29146,3266,10,18,0,0
32549,6,4,3347,85770,11283,28,3,1,0
43821,0,6,16503,72954,1426,26,15,1,1
32689,10,1,25709,46316,3599,23,2,1,0
21084,9,1,13853,85388,5860,12,10,0,0
4264,22,6,33249,11635,2004,22,18,1,0
35960,20,5,36018,92816,2979,6,13,1,0
49024,16,6,94904,61039,9752,9,11,0,0
2922,12,3,74147,88783,1281,32,13,1,0
48504,14,4,31064,75511,3822,34,18,1,0
13850,16,7,38726,91691,1719,23,4,1,0
49008,0,2,49853,88095,3260,10,17,0,1
7840,4,4,34020,78840,214,18,12,1,1
49621,9,6,51227,75593,933,37,10,1,0
1409,9,6,40112,39163,13360,28,3,0,0
28478,9,4,61582,27330,12927,2,18,0,0
38549,6,2,11760,32350,9073,39,6,0,0
841,22,6,12799,50652,13705,39,3,1,0
44423,7,4,94055,88377,3356,35,8,0,0
9741,6,4,24072,59694,1078,2,11,1,0
35358,22,7,19483,35276,12611,28,9,1,0
26334,20,1,10064,11105,7702,22,13,1,0
47690,7,6,33312,70047,6488,32,2,1,0
10708,12,7,62026,65106,6323,36,2,0,0
27958,6,4,74252,75542,1325,30,0,0,0
48638,2,3,84002,4848,10005,8,12,1,1
35907,19,6,11424,70178,5296,20,8,1,0
42457,15,7,22442,47417,1443,28,11,0,0
21720,16,5,19394,30837,6325,7,12,0,0
25072,10,2,56632,78425,11109,33,15,0,0
27737,6,6,38647,87890,8766,39,17,0,0
40117,12,3,38735,59961,6479,4,19,0,0
33751,13,4,88948,21983,13529,18,4,1,0
2235,9,4,12561,49253,12346,11,12,0,0
46507,1,3,31138,82455,7600,37,10,0,1
45180,13,4,6992,1971,13682,3,8,1,0
48111,22,1,23125,28660,7860,1,7,0,0
26590,10,4,24857,82512,597,23,17,0,0
32667,4,4,97862,26,12208,7,13,0,1
20027,7,7,44758,94810,13479,4,17,0,0
24407,11,4,73159,91838,7184,12,7,1,0
22806,8,4,25884,2896,10462,32,0,0,0
17719,5,7,83708,8937,14723,36,15,1,1
38697,2,2,11726,16858,12268,17,13,0,1
41471,20,1,22516,70920,1466,38,8,1,0
16692,18,5,26360,30171,13137,23,5,1,0
9047,13,2,6224,48347,14691,9,6,1,0
14026,1,5,75406,32872,8546,20,7,1,1
22986,15,7,58368,77925,3063,24,8,1,0
14215,22,5,34803,14698,2128,35,0,1,0
35538,5,7,73277,96390,3087,8,12,1,1
22475,9,5,47641,4405,2253,33,17,0,0
39065,23,4,94480,60357,7669,28,4,1,0
19647,4,7,41660,18274,8303,39,8,1,1
3557,8,7,33633,15893,756,33,14,1,0
19855,0,5,78082,66492,8743,18,15,1,1
49599,21,4,79072,79380,745,32,5,0,0
44694,20,1,92625,82581,5536,12,3,0,0
28410,11,1,66026,21119,8391,9,6,1,0
35540,9,4,92989,42823,4119,33,14,1,0
45484,2,7,79718,48028,11931,5,2,0,1
23928,8,6,41635,70223,13574,18,10,0,0
8057,22,7,86078,60346,1052,29,9,0,0
2979,22,1,43269,31275,11098,21,15,1,0
11521,12,7,31021,805,3200,19,11,0,0
25188,22,5,27025,38394,8852,37,10,0,0
11975,2,3,49700,83822,4822,21,14,0,1
20696,5,7,8497,22752,1785,31,13,1,1
30509,13,1,52074,51902,13374,13,5,0,0
20597,14,4,75817,40239,14892,8,4,0,0
42695,23,1,68299,90538,5354,28,1,1,0
