amount,hour,day,senderBalance,receiverBalance,distance,deviceChanged,transactionsLastHour
3097,5,5,70696,44358,45,0,2
2543,14,7,195991,3918,67,0,5
4842,3,6,111815,55285,22,0,2
1715,9,4,134381,6132,32,0,7
3241,15,5,32196,82529,2,0,2
1195,19,7,43877,23825,19,0,6
1693,5,2,102976,34193,24,0,3
3445,10,6,101338,77105,50,0,1
362,14,6,39173,45899,38,0,6
560,19,6,70524,63108,30,0,3
2258,21,3,131193,88780,9,0,1
2064,8,5,183979,22058,76,0,7
1797,6,6,179492,3631,73,0,4
2278,20,5,10362,9097,43,0,5
3502,2,3,189343,73176,64,0,1
2186,8,7,98219,53680,53,0,7
777,16,5,34570,65697,60,0,7
4246,8,7,156630,59861,30,0,3
4171,15,3,136358,69783,42,0,6
421,15,7,20704,11109,76,0,1
2894,21,6,174546,45449,55,0,7
162,12,2,12282,62146,14,0,5
2775,2,1,17236,52544,0,0,7
1895,16,5,104203,36016,63,0,2
2197,17,4,111459,9136,50,1,5
3947,18,6,19852,73603,9,0,4
1753,16,1,35075,29692,53,0,3
2894,3,2,177692,98207,72,1,6
3995,21,3,153750,44051,44,0,3
1063,20,5,164352,43782,55,0,1
2778,1,6,80287,57953,3,0,3
2200,10,2,47882,24038,30,0,1
4147,20,7,125631,94946,75,0,5
2398,16,6,186924,81855,7,0,6
2308,9,2,179830,81325,41,0,4
2243,20,3,64031,44163,36,0,2
860,14,1,25074,28931,49,0,4
3784,3,5,115888,82711,57,0,7
2297,14,2,63812,95035,26,0,1
2793,9,4,142948,49104,47,0,3
4004,8,7,92332,31796,21,0,3
922,18,7,9902,63734,62,0,1
107,1,4,108146,22925,50,0,5
945,5,4,160915,99376,21,0,4
955,2,6,15047,19039,40,0,3
2699,22,2,179154,56270,25,0,6
1163,1,4,29982,70014,76,0,1
2371,4,1,80696,58804,14,0,7
1592,17,4,74053,71338,71,0,6
2749,11,5,77672,43285,24,0,3
3096,9,2,181201,38719,34,0,5
4385,18,6,90808,59923,72,0,3
2043,3,6,30343,1645,31,0,7
1089,4,5,115821,76828,57,0,6
4909,4,3,43682,62441,21,0,4
1913,16,4,107413,87534,78,0,2
2460,0,7,167175,12510,3,0,5
2783,10,2,32377,59336,48,0,4
4839,15,1,30698,18083,46,0,4
2282,0,4,195844,37492,61,0,5
4519,0,1,194593,48383,38,0,5
2630,8,1,18587,2195,15,0,7
3635,3,3,18696,8564,53,0,7
3593,10,2,192996,88299,24,0,5
817,12,5,52650,65427,17,0,6
3506,4,6,26116,40790,71,0,4
3304,8,4,163146,66447,76,0,1
2478,8,5,48655,3027,3,0,6
3999,13,3,160340,52011,32,1,3
1229,6,4,36461,83163,8,0,6
3160,20,6,132061,59852,14,0,4
3570,3,2,196233,21098,6,0,1
1660,4,1,132294,63976,24,0,7
2714,20,5,69566,17746,9,0,1
4654,15,7,147411,33039,49,1,4
885,3,2,189075,49789,0,1,3
638,11,6,135196,82164,60,0,1
4571,0,6,184480,86847,25,1,3
1018,10,4,165024,65403,0,0,7
3820,9,6,53478,63525,0,0,3
551,0,3,34107,52412,21,0,6
2972,4,7,155684,31907,33,0,1
3976,20,2,157473,22539,22,0,2
3797,11,4,15470,39426,60,0,4
1620,1,4,19735,48011,1,0,6
3913,9,5,106974,87814,14,1,4
109,19,1,181549,7786,53,0,7
3719,18,7,68906,87395,79,0,5
1525,5,5,86431,55756,38,0,5
585,3,6,151820,69879,26,0,1
1545,13,4,196450,22555,33,0,5
1524,23,4,22265,73445,40,0,6
3649,13,2,58709,42060,51,0,1
417,4,4,185482,58852,26,0,4
4730,13,7,5678,31352,10,0,3
4916,16,4,169956,72880,42,0,5
2654,2,5,133934,41920,23,0,5
2174,9,4,163865,3491,40,0,7
4067,6,3,68849,79218,55,0,1
2713,3,1,13432,16700,30,0,3
864,16,3,98312,7704,40,0,5
391,15,7,71668,52628,63,0,1
3972,18,2,179561,46261,66,1,4
4248,14,6,123222,81380,72,0,5
1223,4,7,100381,49049,46,0,4
2717,13,2,20877,35581,8,0,1
214,2,6,198895,45480,13,0,1
4311,17,4,93854,70318,44,1,4
442,17,1,146527,12194,25,0,2
4502,9,6,118021,7285,72,0,3
2325,2,7,75509,71310,31,0,4
4260,4,4,55218,47390,34,0,3
2408,6,4,191395,13546,31,0,2
1971,20,4,133526,29645,61,0,2
4558,19,3,176073,27004,59,0,4
1509,19,5,187694,37195,10,0,3
2525,14,1,24348,57057,79,0,1
288,10,1,59679,30272,6,0,6
1528,14,7,141610,45237,61,0,6
1181,8,1,16819,13191,25,0,3
2874,16,6,121665,97188,62,0,5
646,18,7,45767,62505,56,0,2
433,11,3,6280,64480,57,0,1
772,6,4,146845,18881,28,0,4
471,0,5,49588,93613,16,0,4
3070,1,2,193058,56956,6,0,3
3740,8,4,12661,37189,70,0,3
2555,11,3,83868,63029,78,0,1
3859,19,7,22225,97509,60,0,3
1942,0,7,7272,7141,79,0,2
1081,0,6,160205,4630,9,0,5
3580,19,4,137691,79421,28,0,7
3512,10,7,145445,12448,29,0,1
4462,12,2,123372,12467,7,0,2
3884,17,1,101729,56221,43,0,1
907,7,6,70416,61356,8,0,1
2013,14,4,137599,16220,22,0,6
4903,18,6,65207,21994,65,0,7
4216,2,5,183449,19058,38,1,7
1931,5,5,9433,84747,67,0,7
4870,20,1,35084,25802,29,0,3
4214,6,2,74922,78686,33,0,4
1662,11,6,134417,50178,12,0,5
3468,7,6,68196,33400,9,0,3
627,11,2,181585,85607,22,0,4
2595,14,6,159176,83841,20,0,7
3609,15,5,94385,3719,49,0,5
1033,23,5,95826,61494,9,0,1
1154,2,7,131223,81171,29,0,3
2478,12,6,5537,77552,60,0,7
3894,21,6,100934,62860,15,0,5
61,18,7,155277,89483,56,0,1
2137,22,2,121377,9484,76,0,4
4582,14,6,97476,99941,43,0,5
699,23,7,163254,9903,50,0,7
3351,4,7,196508,19167,0,0,2
1427,22,2,154232,47205,72,0,6
1021,13,3,31719,99576,66,0,5
2985,12,5,169196,14654,75,0,7
506,4,7,197750,58883,69,0,6
2723,16,7,185040,43040,63,0,4
1608,23,2,184852,27204,44,0,5
2786,8,6,104456,55984,67,0,5
4690,2,6,75713,21469,34,0,4
1059,9,5,145061,38235,31,0,6
1300,15,3,143578,42026,55,0,5
4001,13,3,14893,26154,69,0,6
1988,0,1,135184,12908,71,1,1
2164,19,2,154676,95101,76,0,2
1224,0,4,188618,5025,64,0,5
2813,22,5,144722,49826,37,0,7
3326,12,2,181800,12788,37,0,4
2805,16,3,52767,73359,31,0,5
100,21,4,188490,87549,57,0,1
86,9,7,123192,19808,48,0,7
2231,21,2,181148,16345,13,0,1
3483,12,3,113304,21310,24,0,7
1620,22,1,53998,65853,32,0,5
1286,17,7,159957,67139,10,0,4
647,18,5,151528,19228,46,1,7
1090,10,6,82462,16930,68,0,2
2896,0,3,177827,53480,62,0,5
2399,15,4,164506,55669,66,0,5
1354,9,3,182996,14381,42,0,1
2769,2,5,82652,20806,77,0,5
4862,19,4,194889,30048,62,0,5
4219,9,6,13209,54482,53,0,3
4386,3,3,94484,19079,26,0,4
4690,7,5,114165,74501,8,0,6
2432,21,7,18410,88721,61,0,2
2834,11,7,40495,7487,40,0,2
2906,5,2,113576,2755,62,0,1
1213,2,6,161038,8688,60,1,3
108,19,2,149086,49443,53,0,6
1073,22,7,80848,26127,75,0,7
3224,18,4,140141,16604,20,1,6
355,14,7,127092,10363,58,0,1
3808,16,3,132640,45659,9,0,3
360,8,5,87164,54797,71,0,1
3555,13,6,142715,14269,54,0,6
1947,11,7,197830,82254,4,0,5
116,3,6,49857,11411,17,0,1
4100,12,5,40314,70272,8,0,1
411,23,2,150737,62625,50,0,3
2215,23,3,188758,25795,74,0,3
4946,17,5,72104,97396,77,0,6
2973,0,5,44293,82619,77,0,6
2550,22,4,128374,58175,3,0,5
639,10,6,127767,90853,70,0,1
1978,12,1,16772,76688,27,0,5
4636,22,7,151631,78848,37,0,3
867,2,2,128652,85412,19,0,5
2185,5,4,12341,25284,36,0,5
1615,19,6,161091,16779,76,0,4
1756,22,7,82668,50572,59,0,2
4006,2,7,58062,36394,15,0,4
3381,20,5,16366,32863,41,0,3
3839,19,6,177443,59766,37,0,7
1656,23,1,14431,34370,17,0,5
4689,11,2,108556,14472,4,0,7
3757,12,1,35593,66059,24,0,3
3451,9,6,98220,36690,0,0,1
1880,13,7,11959,43715,67,0,5
1538,7,6,142679,77639,62,0,5
1070,11,1,84584,96959,10,0,1
3345,22,4,107410,60718,57,0,7
1174,9,5,103235,95256,66,0,5
1902,22,3,97334,70344,4,1,7
4374,9,5,34590,52517,0,0,3
1233,19,3,162010,77479,50,0,7
1278,9,5,22615,76475,2,0,2
4446,3,6,185753,78857,55,0,5
1996,1,3,168061,99548,37,0,3
3061,4,5,69397,84290,48,0,4
1730,7,3,179292,80364,38,0,3
1783,17,5,168301,33748,57,1,7
3475,1,7,132247,47116,15,0,2
3620,14,1,55141,81447,31,0,5
3407,7,7,27970,60951,75,0,4
4681,21,7,97874,10397,58,0,7
2689,14,1,13014,62731,53,0,6
3040,21,3,149675,94419,28,0,6
4635,5,5,112809,4448,44,0,6
4684,22,3,70146,59133,67,0,2
3633,7,7,70708,18270,9,1,1
3439,1,1,65267,87873,37,0,5
3362,8,4,181405,60484,62,0,4
2830,6,7,115827,18439,62,0,1
4718,14,4,98640,66183,22,0,5
3834,23,1,115269,47357,31,0,3
94,19,6,10156,39551,63,0,6
2822,14,5,170859,26673,27,0,1
158,9,4,94589,11301,3,0,2
3665,15,6,64056,69028,64,0,2
4122,16,4,36403,77418,48,0,4
4804,10,4,87328,73882,60,0,5
716,15,4,169622,56958,26,0,5
2774,10,5,171375,76676,28,0,3
1211,9,5,60103,87142,16,1,1
1898,22,6,71696,11714,67,0,7
1561,15,5,107613,42078,40,0,2
2924,20,1,178234,67991,79,0,2
4671,14,7,136439,14417,46,0,5
2207,15,2,52119,34668,64,0,5
960,23,7,85214,34025,69,0,7
4501,3,4,167326,59266,13,0,3
570,12,4,190323,69907,60,0,1
3466,3,7,50933,14144,17,0,3
4636,12,1,65109,98309,42,0,5
4987,1,7,34492,87861,33,0,7
1814,23,3,85415,71482,78,0,6
1582,18,1,112889,49544,0,1,4
3738,5,4,34227,24251,46,0,6
4190,1,5,166297,5379,3,0,6
3966,5,6,178548,45253,37,0,2
128,2,6,110385,68907,24,0,4
4425,14,5,191616,28161,60,0,4
1027,21,5,146332,55946,70,0,4
4972,14,2,110695,36214,23,0,4
4907,8,3,144993,29573,42,0,5
134,14,1,35472,4456,70,0,3
4211,18,5,32151,25613,10,0,5
4827,14,3,129188,78263,39,0,6
4470,20,6,122611,45001,20,0,4
3962,5,7,187974,16739,5,0,4
2814,8,5,186065,65366,71,0,4
2499,4,7,191629,65236,50,0,3
617,13,3,42386,80625,60,0,1
4267,12,3,68492,11223,73,0,4
1374,15,6,110849,71880,53,0,3
440,17,6,127207,61461,37,0,5
4309,21,4,5860,28618,12,0,3
146,19,7,81960,39554,44,0,3
578,15,3,16598,74861,13,0,3
3502,10,4,146113,54465,8,0,7
3570,4,4,186465,2843,17,0,3
4204,21,1,100324,74332,3,0,7
390,22,3,102364,7462,64,0,1
3968,11,6,129460,55012,68,0,3
2122,21,6,132441,15407,39,0,3
2579,23,3,152870,75091,15,0,6
1181,2,3,17135,62948,44,0,5
2599,15,3,54874,1841,43,0,5
33,8,3,54158,98285,32,0,6
4533,16,7,67372,36324,10,0,4
1676,23,7,135920,38429,1,0,6
1173,7,2,101636,9187,56,0,4
4269,3,3,78111,29093,1,0,3
3320,22,3,179941,10646,23,0,5
1110,15,7,119059,38872,40,0,3
4512,12,5,94543,21971,8,0,5
2795,2,5,14627,22593,14,0,3
2529,19,4,173443,25630,36,0,4
472,12,5,87635,39098,6,0,4
998,4,4,139822,12881,22,0,4
1245,10,2,66196,19344,48,0,6
3240,22,4,157884,21437,60,0,2
294,19,4,25378,9491,4,0,2
2543,20,4,153261,8595,52,0,5
4799,19,3,85366,5825,34,0,4
114,14,7,153977,3698,28,0,5
4984,6,5,119751,70457,63,0,4
2086,10,5,51676,50914,46,0,7
4738,10,2,143313,83996,38,0,2
558,8,1,66488,19953,39,0,2
4781,1,3,118346,48668,18,0,6
2812,18,7,23033,36088,73,0,6
3324,22,2,99538,95218,11,0,1
1601,7,6,64094,88409,55,0,4
2330,12,5,15370,45552,19,0,5
42,4,7,59222,41985,32,0,2
943,0,3,30392,33177,14,0,4
747,3,3,57754,7878,24,0,4
1395,0,4,55212,43331,42,0,6
3212,4,2,182204,66064,20,0,7
1510,9,2,97060,13093,52,0,4
2987,13,1,56305,63025,59,0,3
3092,2,3,153695,61277,64,0,7
2636,19,5,73337,29831,79,0,4
3016,14,1,14382,25120,9,0,1
3925,16,7,20735,15223,77,0,4
2407,13,4,10814,23888,25,0,7
2813,16,5,181199,16762,67,0,7
835,13,6,198847,94207,51,0,4
4572,2,4,104978,56180,49,0,4
2049,5,3,127480,43722,64,0,6
2096,22,1,60615,93519,12,0,3
4362,7,6,58857,88411,8,0,7
2035,4,2,99906,87379,20,0,1
708,6,3,109375,88659,8,0,2
2987,16,5,92327,73769,24,1,7
2049,12,6,124449,29436,50,0,4
4772,22,1,126563,87363,37,0,6
1156,1,5,28557,45335,63,0,4
1103,0,1,23123,93472,54,0,1
2364,20,4,135180,79872,36,0,3
1451,21,6,186765,83386,0,0,3
4082,20,1,63537,34061,25,0,7
4573,23,7,101571,46813,19,0,2
917,0,6,154949,63396,79,0,4
4657,22,2,28625,19481,9,0,4
308,18,5,9061,34241,33,0,6
4118,0,6,199209,43942,3,0,1
2326,17,2,132748,32584,13,0,2
3628,2,4,83466,76856,58,0,1
4517,21,5,159761,64942,2,0,3
739,4,5,43567,36697,61,1,3
1120,10,4,196820,41295,55,0,3
3097,8,4,87121,3140,8,0,3
2608,17,5,17022,60222,24,0,5
403,8,3,64962,98435,40,0,6
1703,7,2,8111,59820,61,0,4
3821,2,1,177990,72868,47,0,1
2426,20,4,146558,19695,77,0,4
2807,19,7,87372,86824,45,1,5
3274,11,3,83229,83102,61,1,1
534,6,4,183042,51787,59,0,4
4224,13,5,153035,33223,48,0,4
342,19,7,46617,91815,48,0,5
533,14,7,45995,8539,59,0,6
4291,4,6,192888,11748,74,0,1
266,4,4,195660,83613,62,0,1
4230,2,2,130955,17734,8,0,4
2073,9,1,163159,46779,29,0,7
2566,17,7,105584,70285,37,0,4
2077,2,7,103392,88157,49,0,6
3480,15,4,121386,46306,66,0,2
1963,3,3,98405,77981,11,0,3
4597,15,2,174366,13920,32,0,6
903,3,5,145510,71779,42,0,6
1016,1,5,91230,64605,59,0,3
4117,2,1,131202,33225,37,0,1
3018,7,6,188886,66137,44,0,5
3581,17,5,174325,6838,5,0,1
1848,5,5,34483,12513,2,0,6
3247,3,7,83167,66509,35,0,3
3517,0,1,167227,22021,66,0,1
3144,22,3,122298,65591,0,0,3
3687,16,7,130593,98036,22,0,1
3044,2,4,152681,94517,66,0,5
4112,0,3,156818,97940,31,0,2
1628,3,6,144684,31410,40,0,1
4248,12,5,68594,19464,71,0,5
2745,3,1,139130,75577,1,0,6
2692,7,3,155431,92714,31,0,1
2304,16,1,112294,77323,48,0,6
2326,10,7,100964,95607,25,0,5
2188,1,1,88086,30249,27,0,6
3509,20,6,157195,34095,43,0,4
2851,12,5,10291,42193,52,0,1
942,12,2,131225,59204,78,0,4
1486,7,5,160296,8121,18,1,2
543,8,2,129032,78621,19,0,5
3663,5,5,20089,57804,60,0,3
1774,2,7,126388,69494,16,1,6
4535,10,4,12053,6670,66,0,2
1748,5,5,190493,61108,43,0,5
2756,4,1,188678,10876,63,0,5
2184,2,7,96251,97621,45,0,7
3212,8,5,71243,26048,69,0,2
3190,6,3,118694,58701,55,0,5
4069,11,5,164005,35581,16,0,4
1060,6,7,64722,19036,7,0,5
4703,3,2,126303,25754,65,0,7
3827,22,2,9453,52575,44,0,7
4887,17,6,37952,71514,77,0,7
1206,5,6,22722,89091,60,0,3
4377,4,4,15352,35497,9,0,4
2662,16,3,152340,71846,15,0,3
1645,6,3,143312,2585,52,0,4
204,9,7,117458,50104,39,0,4
455,15,1,163393,62032,68,0,6
1944,5,7,41062,80337,45,0,1
2844,11,5,31230,73652,1,0,7
1682,20,7,39055,44686,36,0,3
4854,5,2,98386,40651,34,0,5
120,11,7,161478,59009,42,0,4
1327,22,4,140186,94690,34,0,3
4324,13,6,113574,44266,34,0,7
577,2,5,12787,82460,5,0,2
3015,14,7,81639,59217,49,0,5
1688,22,6,80210,83702,2,0,1
4692,17,3,10051,83662,64,0,1
3281,14,3,111589,59475,43,0,7
1735,22,2,186945,64798,32,0,7
2557,2,5,185047,66995,60,0,2
4725,20,3,98103,39665,41,0,2
868,13,1,113889,84295,28,0,5
2400,18,1,14251,9948,39,0,7
2391,2,6,62245,20098,39,0,7
4052,14,4,59617,97311,53,0,6
3914,11,6,51976,68797,12,0,5
114,7,7,92438,40553,52,0,2
1499,20,3,56038,78337,20,0,7
4063,6,2,58796,12277,71,0,7
2735,12,6,185559,42184,34,0,5
2700,21,3,12111,21973,54,0,4
3992,16,3,191398,90937,53,0,7
2355,22,5,182237,67112,53,0,4
238,10,7,100765,78558,35,0,4
571,7,2,162054,67828,14,0,6
4077,17,3,64289,88075,20,0,3
785,13,6,130645,91336,1,0,4
3860,5,7,183495,1092,54,0,6
1687,18,5,158186,37632,49,0,2
1616,20,2,180103,51049,9,0,4
1542,7,2,61438,58314,71,0,7
2570,11,3,130871,11589,3,0,5
268,3,1,146169,79743,32,0,6
1871,16,6,48463,72249,15,0,3
1637,20,4,192003,19440,39,1,1
4478,3,2,158241,46419,8,0,4
783,8,2,168713,23897,2,0,3
1578,14,3,73809,23627,13,0,4
2175,4,3,75172,61916,33,0,5
2356,0,3,149135,54918,10,0,1
3741,5,7,157948,82830,73,0,6
797,16,3,34327,71628,41,0,2
1597,4,4,68624,96650,66,0,7
3413,21,6,62564,52496,74,1,7
4698,12,1,150484,55821,66,0,7
1215,20,3,167381,84775,79,0,5
3108,0,1,121465,73939,74,0,7
2711,23,5,139210,50327,64,0,6
3908,9,4,61997,36501,9,0,6
3260,21,7,42448,85306,71,0,5
1271,17,1,174372,55994,5,0,3
3278,7,3,51905,30420,36,1,2
1305,21,6,66590,46486,66,0,7
2424,10,2,26299,27862,49,0,7
951,5,6,57879,85449,50,0,3
3016,20,5,188128,9505,18,0,2
178,2,6,149532,54273,0,0,3
4027,17,2,49515,88872,9,0,6
4791,20,5,81844,60773,26,0,4
3217,2,1,78210,97235,13,0,3
2809,3,7,81262,15282,47,0,7
3233,8,7,31974,70178,16,1,4
1165,4,2,186253,19760,41,0,7
2395,22,5,79266,63176,65,0,6
4548,23,3,23580,84870,74,1,4
4761,11,6,94450,96166,55,0,3
2085,9,5,50908,44631,30,0,2
3331,17,6,11011,40855,12,0,6
3672,22,3,77435,32322,29,0,4
1991,21,4,123158,35073,62,0,7
1863,19,4,120503,12697,62,1,6
3523,21,3,26259,78534,46,0,7
1446,13,3,98651,90583,54,0,6
3309,11,2,127425,12559,30,0,2
4557,9,4,111827,98167,41,0,4
4140,11,3,15623,86504,42,0,7
3016,0,7,167811,54452,65,1,7
2666,6,5,34431,70020,29,0,7
4127,4,3,156765,39559,23,0,1
2729,18,3,48324,50944,63,0,4
4196,13,2,83593,2360,0,0,3
3206,13,7,151257,20699,77,0,5
3022,21,5,28931,25654,30,0,7
3238,12,6,70324,83080,3,0,4
2421,23,4,26068,14531,33,0,2
1660,21,5,148531,87641,8,0,2
3250,22,2,77593,27511,45,0,2
3637,19,5,156836,52694,48,0,5
2193,19,4,25420,41602,37,0,5
4447,17,4,33675,2662,14,0,5
4665,13,6,11645,78431,3,0,1
484,7,2,179683,98540,47,0,2
3667,23,6,55091,5438,26,0,4
3137,2,6,142100,26940,67,0,1
2491,16,1,19472,81436,9,0,5
2093,22,3,39833,91741,8,0,2
1063,8,3,55108,22480,16,0,6
2096,9,2,155258,52356,8,0,6
2912,7,7,155859,23537,15,0,7
3217,10,1,73633,85558,14,1,7
1634,0,6,196703,76253,74,0,6
808,22,3,160889,6136,48,0,3
3337,9,1,90031,22625,65,0,6
1826,6,4,41200,84889,0,0,4
1466,6,3,22757,12954,37,0,1
4670,3,1,168791,9637,10,0,1
999,20,2,146076,99849,13,0,2
3675,19,4,15354,59860,32,0,4
4793,15,7,6049,14381,36,0,7
2995,9,1,160086,65535,65,0,4
1944,20,5,137817,23148,35,0,6
2657,12,5,71313,10525,69,0,3
4223,14,2,138113,80866,14,0,4
699,5,7,33028,92646,16,0,6
4169,11,6,32428,2613,71,0,1
4073,21,1,82512,16718,75,0,1
1719,22,7,150206,54642,25,0,2
4630,3,2,164719,49894,63,1,6
69,1,4,126696,2794,62,1,7
3497,19,4,67722,53573,52,0,7
1383,1,1,13144,92045,27,0,4
4095,13,2,141987,29695,6,0,7
2392,16,3,112777,38126,79,0,4
1825,0,6,115634,16185,4,1,7
354,13,4,41003,52746,49,0,3
2132,11,3,12548,40621,7,0,4
745,9,4,22870,50547,42,0,5
373,23,7,159724,56029,62,0,5
753,18,4,87293,6905,31,0,4
3030,20,5,24676,89796,28,0,4
67,8,3,146451,55294,4,0,5
3144,19,2,67805,21646,22,0,7
4689,20,7,128439,69879,45,0,7
4338,15,5,108924,33332,36,0,5
1284,1,6,139229,38485,67,0,2
2101,8,3,10209,62402,26,0,5
4164,13,7,105969,7018,6,0,1
2997,18,3,75009,71203,34,0,3
4462,12,3,8268,81729,34,0,6
2092,14,1,142676,48821,29,0,1
2330,4,5,97686,71783,13,0,1
3759,22,3,153216,26903,25,0,1
2502,21,5,134133,28033,33,0,1
4145,10,7,139813,90537,29,1,7
3607,12,6,181344,2740,76,0,4
3107,21,6,157455,65535,38,0,3
4936,9,5,148209,44636,57,0,7
1328,17,3,82710,59456,37,1,1
355,7,2,78876,83959,66,0,6
713,11,7,11440,98473,7,0,5
4406,1,2,173185,11149,2,1,6
415,7,1,136315,3414,16,0,3
1615,16,7,149844,28382,30,0,1
3466,15,6,109128,13097,36,0,4
1400,20,2,130476,3469,52,0,6
3175,3,3,48251,48526,78,0,7
4067,11,2,44365,2407,53,0,4
3416,18,5,78663,54379,9,0,7
4872,11,7,83593,60485,36,0,2
2997,11,7,127441,88218,79,0,4
3762,4,1,78130,50554,31,0,3
4490,3,1,7607,75918,4,0,6
799,16,7,187975,48156,54,0,3
4046,23,6,122057,65314,48,0,7
1473,19,2,29279,12837,17,0,7
1326,21,1,163302,90165,64,0,5
2664,3,6,117958,24036,19,0,3
1630,9,4,16613,54833,38,1,5
4563,9,2,191889,81984,77,0,5
3760,10,6,116088,81928,59,0,2
2521,10,3,152576,7768,59,0,5
4073,5,7,130551,63051,7,0,7
772,16,6,182537,30840,3,0,5
270,4,3,142125,83055,12,0,2
3495,16,7,119041,79591,73,0,7
4818,16,4,142592,17928,72,0,5
4815,4,4,61123,40887,73,0,6
4173,13,2,23327,72304,34,0,7
860,1,2,187952,73739,33,0,3
751,22,6,105523,10029,57,1,6
4470,14,6,195759,8508,10,0,4
2044,2,6,125885,68607,10,0,1
3667,19,3,142702,48736,43,1,4
2060,17,5,75507,30644,15,0,3
3407,9,1,82948,53133,7,0,1
2627,9,2,155955,89915,73,0,7
1122,23,6,82981,41314,73,0,2
554,20,3,32734,37219,25,0,6
2825,21,7,185483,74087,57,0,2
728,12,6,78082,58804,55,0,4
1712,15,1,155433,81020,24,0,7
3490,13,6,149281,29647,29,0,6
240,6,2,137323,33588,72,1,4
4580,9,3,42638,2147,31,0,7
630,3,5,121830,27076,32,0,3
1336,20,6,117286,21655,35,0,3
2818,4,2,51316,19556,58,0,4
4709,9,1,149425,86388,0,0,5
4273,22,6,168821,12635,21,0,4
3201,20,5,40518,93816,63,0,2
2842,5,5,66039,97939,25,0,1
1191,13,7,51923,31564,74,0,3
4331,18,2,149921,20344,43,0,7
4325,4,4,185079,50353,31,0,7
1723,0,5,142931,34520,12,0,5
435,13,2,186057,98339,10,0,2
2180,12,4,20843,50364,61,0,6
3748,2,4,173641,99203,20,0,5
791,6,6,50181,84446,72,0,4
1510,5,2,76095,33597,3,0,4
3089,19,2,90176,99162,12,0,5
2360,18,2,180915,85967,29,0,7
2609,12,1,181351,60483,23,0,6
2055,20,1,14564,12105,50,0,6
54,5,5,85957,93652,66,0,5
4192,18,4,126314,58201,53,0,5
2897,22,2,170088,26354,34,0,3
1592,16,2,147855,65694,76,1,4
1527,12,3,75732,77691,23,0,1
1506,15,7,26942,48417,63,0,3
58,14,6,114830,53812,68,0,1
185,4,1,128518,9152,29,0,3
484,19,7,39726,49689,36,0,1
358,12,3,43235,60961,52,0,4
357,19,7,38750,98869,13,0,3
2610,17,4,30028,70609,78,0,4
173,7,6,54253,90354,24,0,3
2668,14,5,166769,84620,55,0,7
4229,13,4,11492,2971,14,0,3
722,7,7,148606,13768,72,0,1
3658,7,5,29357,83512,17,0,1
4302,18,3,17108,15470,77,0,3
3665,2,3,182219,46417,3,0,7
2025,11,4,117238,92838,44,0,6
4452,8,4,161456,3896,56,0,1
3688,22,6,145009,48391,35,0,4
4812,8,5,192920,40300,25,0,1
3884,8,7,22445,95440,3,0,5
1294,13,2,168062,66839,62,0,7
1755,8,7,98761,10164,37,0,1
264,19,6,27985,89591,78,0,6
2973,23,1,19214,28222,28,0,3
2038,2,1,19947,53338,69,0,7
2997,7,5,132953,66101,74,0,5
790,21,2,30131,20680,12,0,4
3878,3,6,120857,20646,36,0,1
1900,11,4,146240,16103,45,0,7
3566,8,7,38133,16893,16,0,7
3480,0,5,82582,67492,67,0,2
1246,15,6,120134,52317,1,0,6
655,5,5,188808,45693,23,0,6
671,11,4,103691,31802,79,0,4
2602,22,5,26119,91211,72,0,5
2781,9,4,178895,70555,46,0,7
4602,12,4,152490,27742,28,0,3
3390,4,4,90096,15725,47,0,3
1596,22,7,196418,1952,55,0,1
2988,22,1,47769,32275,20,0,4
3338,12,7,35521,1805,28,0,4
621,22,5,162597,39394,48,0,6
2821,10,7,82510,75402,10,0,7
4732,7,5,97206,57221,66,0,1
1695,13,4,35508,88053,11,0,3
342,23,6,46466,87132,46,0,7
2001,4,7,113230,93375,15,0,7
1076,1,2,12227,42189,2,0,7
3677,15,6,15015,83961,67,0,4
1312,14,5,147285,98021,13,0,3
4767,12,4,146617,1357,28,0,4
428,2,4,132617,86875,57,0,6
1395,23,2,15943,34012,51,0,5
1605,13,2,76507,50662,79,1,6
1375,17,4,36785,82993,40,0,4
2136,10,5,77006,16473,33,0,2
4726,10,1,55450,57700,19,0,4
2663,17,5,84619,49287,18,0,4
2095,21,6,40495,99680,68,0,2
3692,21,2,186275,99024,16,0,3
3984,3,5,75377,19335,13,0,6
1181,2,7,72879,69922,35,0,7
3763,11,3,122290,86934,5,0,3
1032,1,6,18576,34290,79,0,6
639,17,5,71712,19016,73,0,3
762,0,7,142840,60214,28,0,5
4331,19,1,35226,50985,51,0,5
1357,23,6,32788,8166,19,0,4
1851,23,1,70491,87208,54,0,1
532,12,7,39712,86491,24,0,3
3604,9,1,101699,78621,79,0,4
506,4,1,154877,29855,31,0,1
3600,13,6,184159,58711,17,0,7
4092,7,1,94616,5697,37,0,7
2031,0,6,42289,63710,7,0,1
2563,10,3,146020,45638,66,0,3
2525,3,2,38532,23690,12,0,3
2139,0,5,91531,55911,58,0,3
4198,8,5,198113,20713,5,0,4
784,1,5,120337,12631,56,0,3
4252,3,1,8474,80707,60,0,6
4815,14,7,145357,58083,77,0,6
1864,16,3,59139,8207,65,1,2
1693,6,7,169849,49588,33,0,5
2282,20,1,68470,73762,47,0,6
2985,13,5,83776,36031,18,0,4
2630,22,6,84764,25747,0,0,4
